"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"2006 Urbanization"	"2006 Urbanization Code"	Births	Average Birth Weight	Standard Deviation for Average Birth Weight	Average Age of Mother	Standard Deviation for Average Age of Mother	Average LMP Gestational Age	Standard Deviation for Average LMP Gestational Age	Average OE Gestational Age	Standard Deviation for Average OE Gestational Age
	"Census Region 3: South"	"CENS-R3"	"Forsyth County, GA"	"13117"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Forsyth County, GA"	"13117"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	164953	3167.470	608.681	28.990	6.243	38.428	2.663	38.305	2.339
	"Census Region 3: South"	"CENS-R3"	"Fulton County, GA"	"13121"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fulton County, GA"	"13121"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fulton County, GA"	"13121"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fulton County, GA"	"13121"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fulton County, GA"	"13121"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Gwinnett County, GA"	"13135"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	139696	3254.988	591.351	29.176	6.003	38.417	2.452	38.426	2.191
	"Census Region 3: South"	"CENS-R3"	"Gwinnett County, GA"	"13135"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Gwinnett County, GA"	"13135"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Gwinnett County, GA"	"13135"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Gwinnett County, GA"	"13135"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Hall County, GA"	"13139"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Hall County, GA"	"13139"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Hall County, GA"	"13139"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Hall County, GA"	"13139"	"Small Metro"	"4"	32358	3275.567	572.109	27.299	6.071	38.601	2.163	38.466	1.989
	"Census Region 3: South"	"CENS-R3"	"Hall County, GA"	"13139"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Hall County, GA"	"13139"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Henry County, GA"	"13151"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	32025	3221.342	619.903	28.037	5.972	38.432	2.596	38.424	2.329
	"Census Region 3: South"	"CENS-R3"	"Henry County, GA"	"13151"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Henry County, GA"	"13151"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Henry County, GA"	"13151"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Henry County, GA"	"13151"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Houston County, GA"	"13153"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Houston County, GA"	"13153"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Houston County, GA"	"13153"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Houston County, GA"	"13153"	"Small Metro"	"4"	23888	3225.583	601.184	27.070	5.644	38.373	2.589	38.200	2.201
	"Census Region 3: South"	"CENS-R3"	"Houston County, GA"	"13153"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Houston County, GA"	"13153"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Lowndes County, GA"	"13185"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Lowndes County, GA"	"13185"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Lowndes County, GA"	"13185"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Lowndes County, GA"	"13185"	"Small Metro"	"4"	8305	3187.355	619.143	26.885	5.477	38.413	2.807	38.137	2.320
	"Census Region 3: South"	"CENS-R3"	"Lowndes County, GA"	"13185"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Lowndes County, GA"	"13185"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Muscogee County, GA"	"13215"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Muscogee County, GA"	"13215"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Muscogee County, GA"	"13215"	"Medium Metro"	"3"	38313	3155.338	627.949	26.265	5.666	38.147	2.873	38.117	2.533
	"Census Region 3: South"	"CENS-R3"	"Muscogee County, GA"	"13215"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Muscogee County, GA"	"13215"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Muscogee County, GA"	"13215"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Paulding County, GA"	"13223"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Paulding County, GA"	"13223"	"Large Fringe Metro"	"2"	8281	3311.336	593.026	28.464	5.520	38.670	2.463	38.440	2.134
	"Census Region 3: South"	"CENS-R3"	"Paulding County, GA"	"13223"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Paulding County, GA"	"13223"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Paulding County, GA"	"13223"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Paulding County, GA"	"13223"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Richmond County, GA"	"13245"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Richmond County, GA"	"13245"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Richmond County, GA"	"13245"	"Medium Metro"	"3"	37736	3131.966	624.825	26.152	5.614	38.345	2.782	38.199	2.469
	"Census Region 3: South"	"CENS-R3"	"Richmond County, GA"	"13245"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Richmond County, GA"	"13245"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Richmond County, GA"	"13245"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Whitfield County, GA"	"13313"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Whitfield County, GA"	"13313"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Whitfield County, GA"	"13313"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Whitfield County, GA"	"13313"	"Small Metro"	"4"	6927	3280.198	574.262	26.956	5.955	38.643	2.544	38.326	1.995
	"Census Region 3: South"	"CENS-R3"	"Whitfield County, GA"	"13313"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Whitfield County, GA"	"13313"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, GA"	"13999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, GA"	"13999"	"Large Fringe Metro"	"2"	172265	3248.240	600.633	27.319	5.957	38.401	2.448	38.334	2.160
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, GA"	"13999"	"Medium Metro"	"3"	59169	3236.902	592.241	26.901	5.773	38.340	2.424	38.236	2.105
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, GA"	"13999"	"Small Metro"	"4"	128027	3197.605	608.073	26.014	5.735	38.280	2.643	38.230	2.255
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, GA"	"13999"	"Micropolitan (Nonmetro)"	"5"	157567	3182.703	606.204	25.725	5.707	38.272	2.650	38.174	2.229
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, GA"	"13999"	"NonCore (Nonmetro)"	"6"	121132	3189.413	603.749	25.885	5.720	38.270	2.599	38.183	2.214
	"Census Region 3: South"	"CENS-R3"	"Anne Arundel County, MD"	"24003"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Anne Arundel County, MD"	"24003"	"Large Fringe Metro"	"2"	82908	3290.761	599.601	29.475	5.745	38.654	2.492	38.536	2.160
	"Census Region 3: South"	"CENS-R3"	"Anne Arundel County, MD"	"24003"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Anne Arundel County, MD"	"24003"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Anne Arundel County, MD"	"24003"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Anne Arundel County, MD"	"24003"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore County, MD"	"24005"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore County, MD"	"24005"	"Large Fringe Metro"	"2"	119341	3250.106	614.010	29.126	5.789	38.559	2.681	38.432	2.318
	"Census Region 3: South"	"CENS-R3"	"Baltimore County, MD"	"24005"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore County, MD"	"24005"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore County, MD"	"24005"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore County, MD"	"24005"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, MD"	"24013"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, MD"	"24013"	"Large Fringe Metro"	"2"	20219	3360.331	579.312	29.345	5.590	38.780	2.311	38.623	1.953
	"Census Region 3: South"	"CENS-R3"	"Carroll County, MD"	"24013"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, MD"	"24013"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, MD"	"24013"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, MD"	"24013"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cecil County, MD"	"24015"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cecil County, MD"	"24015"	"Large Fringe Metro"	"2"	5718	3309.078	606.796	28.106	5.530	38.685	2.556	38.467	2.064
	"Census Region 3: South"	"CENS-R3"	"Cecil County, MD"	"24015"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cecil County, MD"	"24015"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cecil County, MD"	"24015"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cecil County, MD"	"24015"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Charles County, MD"	"24017"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Charles County, MD"	"24017"	"Large Fringe Metro"	"2"	22139	3235.930	626.483	28.480	5.971	38.431	2.758	38.325	2.335
	"Census Region 3: South"	"CENS-R3"	"Charles County, MD"	"24017"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Charles County, MD"	"24017"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Charles County, MD"	"24017"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Charles County, MD"	"24017"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Frederick County, MD"	"24021"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Frederick County, MD"	"24021"	"Large Fringe Metro"	"2"	33920	3324.264	597.024	29.519	5.701	38.749	2.439	38.569	2.071
	"Census Region 3: South"	"CENS-R3"	"Frederick County, MD"	"24021"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Frederick County, MD"	"24021"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Frederick County, MD"	"24021"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Frederick County, MD"	"24021"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Harford County, MD"	"24025"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Harford County, MD"	"24025"	"Large Fringe Metro"	"2"	32886	3324.856	602.431	29.236	5.582	38.708	2.515	38.533	2.136
	"Census Region 3: South"	"CENS-R3"	"Harford County, MD"	"24025"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Harford County, MD"	"24025"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Harford County, MD"	"24025"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Harford County, MD"	"24025"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Howard County, MD"	"24027"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Howard County, MD"	"24027"	"Large Fringe Metro"	"2"	41424	3277.347	597.600	31.075	5.415	38.656	2.484	38.497	2.213
	"Census Region 3: South"	"CENS-R3"	"Howard County, MD"	"24027"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Howard County, MD"	"24027"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Howard County, MD"	"24027"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Howard County, MD"	"24027"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Montgomery County, MD"	"24031"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Montgomery County, MD"	"24031"	"Large Fringe Metro"	"2"	158479	3276.394	578.176	31.027	5.822	38.590	2.410	38.538	2.081
	"Census Region 3: South"	"CENS-R3"	"Montgomery County, MD"	"24031"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Montgomery County, MD"	"24031"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Montgomery County, MD"	"24031"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Montgomery County, MD"	"24031"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Prince George's County, MD"	"24033"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Prince George's County, MD"	"24033"	"Large Fringe Metro"	"2"	147228	3201.102	629.415	28.723	6.248	38.403	2.814	38.379	2.466
	"Census Region 3: South"	"CENS-R3"	"Prince George's County, MD"	"24033"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Prince George's County, MD"	"24033"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Prince George's County, MD"	"24033"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Prince George's County, MD"	"24033"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Mary's County, MD"	"24037"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Mary's County, MD"	"24037"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Mary's County, MD"	"24037"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Mary's County, MD"	"24037"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Mary's County, MD"	"24037"	"Micropolitan (Nonmetro)"	"5"	7027	3375.407	602.562	28.905	5.452	38.890	2.592	38.695	2.116
	"Census Region 3: South"	"CENS-R3"	"St. Mary's County, MD"	"24037"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Washington County, MD"	"24043"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Washington County, MD"	"24043"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Washington County, MD"	"24043"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Washington County, MD"	"24043"	"Small Metro"	"4"	21023	3297.248	599.807	27.369	5.855	38.741	2.515	38.660	2.147
	"Census Region 3: South"	"CENS-R3"	"Washington County, MD"	"24043"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Washington County, MD"	"24043"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	106618	3133.729	637.983	27.121	6.204	38.376	3.050	38.258	2.631
	"Census Region 3: South"	"CENS-R3"	"Baltimore city, MD"	"24510"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore city, MD"	"24510"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore city, MD"	"24510"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore city, MD"	"24510"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Baltimore city, MD"	"24510"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, MD"	"24999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, MD"	"24999"	"Large Fringe Metro"	"2"	25241	3340.011	599.419	28.369	5.881	38.794	2.506	38.573	2.060
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, MD"	"24999"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, MD"	"24999"	"Small Metro"	"4"	26516	3262.498	627.498	26.900	5.906	38.675	2.806	38.438	2.334
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, MD"	"24999"	"Micropolitan (Nonmetro)"	"5"	24256	3324.586	609.864	27.707	5.871	38.809	2.670	38.561	2.250
